"FLEET_ID","COMPANY_NO","DAY_ID","CNT_DRIVES","CNT_VEH_USED","SUM_INCOME_NETTO","SUM_KILOMETERS","SUM_MINUTES"
"CPH",880,28/04/2018,1614,295,109429.92,14709.06,65687
"CPH",880,29/04/2018,1432,296,97583.32,13064.02,60477
"CPH",880,30/04/2018,1648,309,119234.73,13398.07,75464
"CPH",880,01/05/2018,1849,310,130364.05,14668.03,84996
"CPH",880,02/05/2018,1552,309,134702.46,13014.04,68942
"CPH",880,03/05/2018,1610,314,107242.63,13698.05,71978
"CPH",880,04/05/2018,1769,306,112839.33,15093.1,70976
"CPH",880,05/05/2018,1680,310,115877.08,14940.05,71176
"CPH",880,06/05/2018,1564,308,114266.72,14730.02,73584
"CPH",880,07/05/2018,1364,298,84478.7,11302.07,55080
"CPH",880,08/05/2018,1439,305,92940.07,12185.01,56851
"CPH",880,09/05/2018,1549,303,103276.6,13121.08,67133
"CPH",880,10/05/2018,1555,299,104757.67,13895.07,66521
"CPH",880,11/05/2018,1558,307,97029.84,12932.06,64667
"CPH",880,12/05/2018,1574,303,96918.25,13820.06,61088
"CPH",880,13/05/2018,1426,303,95533.48,14063.05,58849
"CPH",880,14/05/2018,1312,295,85271.11,11866.06,56509
"CPH",880,15/05/2018,1302,297,90329.93,10943.01,62803
"CPH",880,16/05/2018,1371,287,104377.09,12313.05,60873
"CPH",880,17/05/2018,1472,298,91089.77,12604.02,62008
"CPH",880,18/05/2018,1596,298,103289.86,13384.1,65045
"CPH",880,19/05/2018,1552,301,97427.82,13507.01,60826
"CPH",880,20/05/2018,1511,306,69365.39,15181.02,61622
"CPH",880,21/05/2018,1398,299,72514.4,13423.06,61663
"CPH",880,22/05/2018,1351,300,104135.23,12029.08,68138
"CPH",880,23/05/2018,1457,311,121161.37,12323.05,62267
"CPH",880,24/05/2018,1492,313,102903.78,13219.05,65112
"CPH",880,25/05/2018,1585,306,100986.32,13933.02,69801
"CPH",880,26/05/2018,1700,311,105668.8,13653.08,67140
"CPH",880,27/05/2018,1578,309,106648.57,14525.02,66763
"CPH",880,28/05/2018,1545,314,110651.13,13634.05,70901
"CPH",880,29/05/2018,1425,303,89594.24,11943.05,58552
"CPH",880,30/05/2018,1509,310,105213.3,12555.05,64582
"CPH",880,31/05/2018,1662,319,127253.81,14280.02,80120
"CPH",880,01/06/2018,1743,304,127797.51,15093.06,78885
"CPH",880,02/06/2018,1838,318,143052.72,17825.05,90451
"CPH",880,03/06/2018,1618,313,124485.22,16407.08,81266
"CPH",880,04/06/2018,1763,359,172735.81,16443.04,99659
"CPH",880,05/06/2018,1882,347,159421.87,20543.11,101520
"CPH",880,06/06/2018,1790,342,144092.94,17490.07,98885
"CPH",880,07/06/2018,1833,346,137972.89,18635.06,91580
"CPH",880,08/06/2018,2248,397,165102.88,22183.05,112047
"CPH",880,09/06/2018,2213,395,158764.34,22814.06,105590
"CPH",880,10/06/2018,2070,380,158902.99,22764.1,115543
"CPH",880,11/06/2018,1895,380,137372.73,18837.1,94066
"CPH",880,12/06/2018,1916,384,143980.5,19324.07,97690
"CPH",880,13/06/2018,2099,426,140666.18,19243.05,97106
"CPH",880,14/06/2018,2078,440,156825.8,19655.04,106064
"CPH",880,15/06/2018,2392,486,168253.08,22502.06,114669
"CPH",880,16/06/2018,2631,477,182170.88,26910.05,125991
"CPH",880,17/06/2018,2313,469,192668.94,26264.03,122688
"CPH",880,18/06/2018,2159,480,146831.26,20432.05,106512
"CPH",880,19/06/2018,2221,468,151809.93,20808.07,98220
"CPH",880,20/06/2018,2204,475,163995.1,21622.08,112962
"CPH",880,21/06/2018,2318,480,166442.77,21982.05,109712
"CPH",880,22/06/2018,2962,493,208944.49,25785.09,131016
"CPH",880,23/06/2018,2661,488,178953.23,25900.09,120420
"CPH",880,24/06/2018,2221,472,169039.88,25521.08,125704
"CPH",880,25/06/2018,2061,471,200087.52,20520.02,135303
"CPH",880,26/06/2018,2139,468,188307.6,20409.03,127462
"CPH",880,27/06/2018,2350,484,235098.77,22959.04,140210
"CPH",880,28/06/2018,2451,480,237393.64,22660.04,158800
"CPH",880,29/06/2018,2648,482,214727.12,25746.06,126371
"CPH",880,30/06/2018,2625,489,182796.57,28848.11,131160
"CPH",880,01/07/2018,2169,457,179665.76,30567.04,157963
"CPH",880,02/07/2018,2094,467,158366.06,23591.06,115997
"CPH",880,03/07/2018,2086,472,139834.32,23146.02,111116
"CPH",880,04/07/2018,2013,457,157018,21014.07,106208
"CPH",880,05/07/2018,1986,463,125266.42,21008.05,98274
"CPH",880,06/07/2018,2093,476,136110.71,22461.09,101376
"CPH",880,07/07/2018,2054,460,152881.01,26886.03,117301
"CPH",880,08/07/2018,1907,448,141963.3,26629.06,119867
"CPH",880,09/07/2018,1989,462,139153.71,21920.05,111283
"CPH",880,10/07/2018,1960,455,156416.38,21579.03,98839
"CPH",880,11/07/2018,1849,448,118121.84,19606.03,89315
"CPH",880,12/07/2018,1892,450,121886.41,21053.06,93929
"CPH",880,13/07/2018,2151,471,137125.92,22040.03,94259
"CPH",880,14/07/2018,1980,474,152520.08,26340.06,125227
"CPH",880,15/07/2018,1817,471,126643.63,23694.07,109601
"CPH",880,16/07/2018,1700,457,127958.88,19506.07,98989
"CPH",880,17/07/2018,1865,467,120909.53,21036.06,90847
"CPH",880,18/07/2018,1786,474,113810.47,19637.05,85207
"CPH",880,19/07/2018,1606,454,115652.8,18144.04,86072
"CPH",880,20/07/2018,1915,474,129641.14,20791.01,99094
"CPH",880,21/07/2018,1862,484,128631.6,24548.04,112568
"CPH",880,22/07/2018,1666,457,123561.88,24454.08,106330
"CPH",880,23/07/2018,1666,456,105316.77,17213.06,78598
"CPH",880,24/07/2018,1727,460,117779.99,19665.06,88614
"CPH",880,25/07/2018,1800,485,119567.1,22053.05,96211
"CPH",880,26/07/2018,1993,494,142105.84,24174.04,114879
"CPH",880,27/07/2018,2057,488,141707.94,24490.05,117384
"CPH",880,28/07/2018,2056,481,159132.64,28506.05,127695
"CPH",880,29/07/2018,1836,460,139576.92,26205.02,122035
"CPH",880,30/07/2018,2031,477,154232.74,25325.02,123026
"CPH",880,31/07/2018,2136,473,169571.79,24967.06,122474
"CPH",880,01/08/2018,2528,494,204946.46,27818.05,141765
"CPH",880,02/08/2018,2247,476,171597.24,27417.05,137209
"CPH",880,03/08/2018,2411,475,179898.72,28988.04,146177
"CPH",880,04/08/2018,2311,467,183761.26,33865.1,155892
"CPH",880,05/08/2018,2125,454,172753.31,36106.04,169739
"CPH",880,06/08/2018,2086,473,157523.77,23295.05,113319
"CPH",880,07/08/2018,2186,460,148085.53,25591.05,114057
"CPH",880,08/08/2018,2295,467,157906.72,27131.04,130346
"CPH",880,09/08/2018,2248,473,169711.69,27157.06,131972
"CPH",880,10/08/2018,2685,483,197394.2,30246.06,152315
"CPH",880,11/08/2018,2534,473,189267.07,34237.06,156834
"CPH",880,12/08/2018,2397,463,188274.73,34189.08,166693
"CPH",880,13/08/2018,2410,467,170532.88,26642.01,139561
"CPH",880,14/08/2018,2323,478,157145.69,25409.06,125247
"CPH",880,15/08/2018,2294,482,164143.01,27773.11,130669
"CPH",880,16/08/2018,2336,485,171284.66,26849.06,130442
"CPH",880,17/08/2018,2780,496,196436.38,31645.1,148479
"CPH",880,18/08/2018,2628,491,199654.26,31603.04,161496
"CPH",880,19/08/2018,2192,472,189746.27,32555.06,168420
"CPH",880,20/08/2018,2142,463,155450.92,22183.02,105378
"CPH",880,21/08/2018,2165,456,155526.37,23444.05,107403
"CPH",880,22/08/2018,2217,467,159982.99,23104.04,117324
"CPH",880,23/08/2018,2238,456,159333.97,25052.07,115024
"CPH",880,24/08/2018,2827,472,204291.6,29714.15,139169
"CPH",880,25/08/2018,2665,464,207859.66,29122.1,141085
"CPH",880,26/08/2018,2346,450,177635.22,28618.04,135777
"CPH",880,27/08/2018,2504,462,178365.84,24153.06,125794
"CPH",880,28/08/2018,2264,449,163387.24,22140.07,115188
"CPH",880,29/08/2018,2189,446,155903.87,23399.06,110749
"CPH",880,30/08/2018,2755,471,218480.73,25294.05,141412
"CPH",880,31/08/2018,2832,456,225555.59,29390.08,154028
"CPH",880,01/09/2018,2872,459,235027.3,33203.07,167953
"CPH",880,02/09/2018,2473,452,209118.23,33604.07,168334
"CPH",880,03/09/2018,2359,451,156359.61,26816.22,131714
"CPH",880,04/09/2018,2447,445,103759.72,23537.29,115249
"CPH",880,05/09/2018,2483,456,130068.72,26218.19,119742
"CPH",880,06/09/2018,2356,457,121669.25,22979.14,112502
"CPH",880,07/09/2018,2989,470,147032.27,30975.23,145148
"CPH",880,08/09/2018,3103,468,143708.36,32612.22,148237
"CPH",880,09/09/2018,2584,461,141473.66,31098.27,139098
"CPH",880,10/09/2018,2361,453,167222.13,24893.14,123533
"CPH",880,11/09/2018,2702,456,186911.3,24688.21,131598
"CPH",880,12/09/2018,2614,447,167662.15,26066.13,123244
"CPH",880,13/09/2018,2374,446,131860.98,23327.15,111441
"CPH",880,14/09/2018,2774,453,138271.73,26429.24,122895
"CPH",880,15/09/2018,2902,464,153869.24,32747.27,139646
"CPH",880,16/09/2018,2490,443,145138.74,31240.08,129033
"CPH",880,17/09/2018,2396,446,175481.59,23684.15,107276
"CPH",880,18/09/2018,2225,443,136146.34,23081.1,103769
"CPH",880,19/09/2018,2360,444,159257.2,23815.2,110338
"CPH",880,20/09/2018,2462,456,157574.22,23940.17,107928
"CPH",880,21/09/2018,3121,472,170107.48,29365.13,132739
"CPH",880,22/09/2018,3183,472,166005.65,32415.17,142302
"CPH",880,23/09/2018,2611,441,160347.46,29953.15,131939
"CPH",880,24/09/2018,2645,459,156170.86,23982.1,124006
"CPH",880,25/09/2018,2375,455,140958.63,22459.11,104518
"CPH",880,26/09/2018,2673,463,157267.12,24958.12,122579
"CPH",880,27/09/2018,2432,461,144887.55,24429.14,117195
"CPH",880,28/09/2018,3158,471,292773.35,29876.07,152594
"CPH",880,29/09/2018,3136,448,187697.85,32365.12,145547
"CPH",880,30/09/2018,2757,418,191750.23,33415.19,157924
"CPH",880,01/10/2018,2392,440,165719.92,25071.09,133124
"CPH",880,02/10/2018,2681,450,199993.28,25856.16,131969
"CPH",880,03/10/2018,2671,449,200104.92,25439.1,135615
"CPH",880,04/10/2018,2484,435,217226.17,24882.15,123997
"CPH",880,05/10/2018,3012,447,212808.04,28847.17,140888
"CPH",880,06/10/2018,2920,465,207001.37,32338.09,143834
"CPH",880,07/10/2018,2646,449,202373.22,31640.07,149446
"CPH",880,08/10/2018,2312,451,170228.16,23324.04,106034
"CPH",880,09/10/2018,2306,455,228099.88,22014.07,107004
"CPH",880,10/10/2018,2360,454,204765.53,22995.06,114619
"CPH",880,11/10/2018,2416,463,186916.46,23988.04,118661
"CPH",880,12/10/2018,2790,464,234325.84,26637.08,131012
"CPH",880,13/10/2018,2587,479,187122.54,28651.04,125673
"CPH",880,14/10/2018,2384,461,187395.12,29587.1,140442
"DUS",89,01/03/2018,917,252,8099.68,9562.99,40117
"DUS",89,02/03/2018,1023,243,8772.73,10367.02,41084
"DUS",89,03/03/2018,949,231,8582.46,9723,37399
"DUS",89,04/03/2018,775,227,6380.1,8122.01,27667
"DUS",89,05/03/2018,794,244,7033.14,8643.01,33422
"DUS",89,06/03/2018,794,232,7153.99,8470,32065
"DUS",89,07/03/2018,766,236,6825.33,8082.02,31227
"DUS",89,08/03/2018,873,237,7325.99,9213.02,33081
"DUS",89,09/03/2018,994,250,8852.71,11068,43809
"DUS",89,10/03/2018,952,225,7972.72,9584.03,35290
"DUS",89,11/03/2018,747,222,6653.28,9234,29705
"DUS",89,12/03/2018,799,224,6884.75,8884,34298
"DUS",89,13/03/2018,902,237,7646.1,9285.01,36642
"DUS",89,14/03/2018,724,228,7023.43,8920.02,33059
"DUS",89,15/03/2018,821,229,7235.1,10110.02,35904
"DUS",89,16/03/2018,956,232,8764.71,9957.01,41117
"DUS",89,17/03/2018,937,229,8214.05,9462,37290
"DUS",89,18/03/2018,749,233,6614.37,9519.01,28002
"DUS",89,19/03/2018,813,249,7984.34,10730,36471
"DUS",89,20/03/2018,889,242,8578.81,9439.01,40092
"DUS",89,21/03/2018,1476,248,13581.45,15695.01,74771
"DUS",89,22/03/2018,884,220,9762.94,9940,47756
"DUS",89,23/03/2018,907,230,8521.18,10567,39189
"DUS",89,24/03/2018,943,227,9157.08,10525.03,40948
"DUS",89,25/03/2018,708,218,7251.6,9938.01,32758
"DUS",89,26/03/2018,773,241,7328.65,8657.02,35629
"DUS",89,27/03/2018,846,241,7484.01,9140.01,33059
"DUS",89,28/03/2018,911,254,7925.67,10171,36628
"DUS",89,29/03/2018,927,250,8925.66,11029,40759
"DUS",89,30/03/2018,622,202,5691.53,8305,25988
"DUS",89,31/03/2018,657,193,6761.97,8009,38151
"DUS",89,01/04/2018,568,206,7069.68,10414.02,50095
"DUS",89,02/04/2018,590,212,7031.86,10572,68809
"DUS",89,03/04/2018,791,228,7742.92,10879.99,58119
"DUS",89,04/04/2018,755,229,6301.4,7371.02,28639
"DUS",89,05/04/2018,814,228,7524.54,9560.02,32805
"DUS",89,06/04/2018,869,229,8766.46,11010.01,45945
"DUS",89,07/04/2018,892,224,8617.84,11662.01,40671
"DUS",89,08/04/2018,697,216,7281.25,10154.01,31039
"DUS",89,09/04/2018,708,225,8174.45,9323.03,37682
"DUS",89,10/04/2018,857,244,9768.28,11772,45632
"DUS",89,11/04/2018,1372,247,13377.62,14067,65726
"DUS",89,12/04/2018,823,231,8749.64,9733,42748
"DUS",89,13/04/2018,898,227,8684.07,10292,38627
"DUS",89,14/04/2018,917,231,9464.82,11118.01,43573
"DUS",89,15/04/2018,723,233,8439.01,11611,39038
"DUS",89,16/04/2018,722,240,7064.68,8676,32304
"DUS",89,17/04/2018,777,228,8130.73,10226.01,38496
"DUS",89,18/04/2018,781,234,8718.64,11548,43361
"DUS",89,19/04/2018,786,225,8838.53,11388.02,39994
"DUS",89,20/04/2018,906,222,8954.75,10915.01,37991
"DUS",89,21/04/2018,1052,220,10965.22,13659.03,52555
"DUS",89,22/04/2018,710,203,7556.54,11066.02,34199
"DUS",89,23/04/2018,760,231,8898.26,10864,39283
"DUS",89,24/04/2018,800,221,8077.32,9527,38917
"DUS",89,25/04/2018,904,226,8811.09,10175.01,42245
"DUS",89,26/04/2018,916,238,9358.07,11310.02,42246
"DUS",89,27/04/2018,926,245,9052.25,10573,39629
"DUS",89,28/04/2018,991,236,9433.33,11448,41586
"DUS",89,29/04/2018,612,187,6182.67,8399.01,28019
"DUS",89,30/04/2018,904,205,8519.18,10476.01,39920
"DUS",89,01/05/2018,672,193,6852.39,8580,30189
"DUS",89,02/05/2018,793,205,8518.24,10401.02,41876
"DUS",89,03/05/2018,801,212,7833.35,10138.02,37991
"DUS",89,04/05/2018,833,216,7762.38,10147,38320
"DUS",89,05/05/2018,906,215,8561.57,9901.99,38905
"DUS",89,06/05/2018,699,197,8113.3,10575.01,37014
"DUS",89,07/05/2018,742,217,8553.72,10518.01,36161
"DUS",89,08/05/2018,752,223,7894.36,9755.01,41432
"DUS",89,09/05/2018,913,245,9950,13229.02,49630
"DUS",89,10/05/2018,700,220,7280.57,9661.01,34463
"DUS",89,11/05/2018,796,229,7093.97,9106,31902
"DUS",89,12/05/2018,794,222,8336.5,10095.02,39126
"DUS",89,13/05/2018,674,217,7108.08,10925,31121
"DUS",89,14/05/2018,761,225,7450.48,9729,33929
"DUS",89,15/05/2018,724,230,8325.73,10783,36798
"DUS",89,16/05/2018,747,209,7766.24,9405.03,36883
"DUS",89,17/05/2018,773,225,8048.16,10382,40055
"DUS",89,18/05/2018,852,235,8838.21,11733,41542
"DUS",89,19/05/2018,808,221,8499.6,11334.03,43734
"DUS",89,20/05/2018,640,193,6460.9,9815,33469
"DUS",89,21/05/2018,576,208,6277.27,10578.03,46869
"DUS",89,22/05/2018,844,244,8366.11,12158.03,54440
"DUS",89,23/05/2018,781,244,7314.57,8415.02,34207
"DUS",89,24/05/2018,917,257,8199.65,11263.99,41978
"DUS",89,25/05/2018,920,246,8817.49,10688.03,38976
"DUS",89,26/05/2018,919,250,9688.94,11623.03,42878
"DUS",89,27/05/2018,626,202,6609.07,9906,30072
"DUS",89,28/05/2018,782,222,8191.58,10296,38046
"DUS",89,29/05/2018,856,225,9148.28,11341.01,42334
"DUS",89,30/05/2018,916,223,9643.96,12733.01,48085
"DUS",89,31/05/2018,704,225,7249.67,11233.01,34768
"DUS",89,01/06/2018,881,235,9122.95,10673.99,40843
"DUS",89,02/06/2018,895,255,8851.97,10928.03,39038
"DUS",89,03/06/2018,654,233,5958.55,9143.01,28093
"DUS",89,04/06/2018,843,241,8414.17,9913.02,39942
"DUS",89,05/06/2018,766,221,7712.64,9594,39006
"DUS",89,06/06/2018,841,259,9603.87,12217.01,43028
"DUS",89,07/06/2018,902,254,9010.26,11491.02,43430
"DUS",89,08/06/2018,1067,272,11103.96,13511.01,50654
"DUS",89,09/06/2018,979,271,9002.2,11671.05,39724
"DUS",89,10/06/2018,730,239,7993.36,10184.02,34860
"DUS",89,11/06/2018,747,244,7732.73,11214.99,39264
"DUS",89,12/06/2018,864,255,8905.31,11846.01,43624
"DUS",89,13/06/2018,804,254,7962.41,10760,41825
"DUS",89,14/06/2018,880,250,8617.15,10381,37746
"DUS",89,15/06/2018,973,255,9632.69,11767.01,42415
"DUS",89,16/06/2018,899,250,9909.31,12029.03,43312
"DUS",89,17/06/2018,746,236,8338.06,10875,37538
"DUS",89,18/06/2018,692,231,7335.33,9768,37693
"DUS",89,19/06/2018,796,241,8636.4,10484.01,40133
"DUS",89,20/06/2018,788,233,7778.4,10055.02,38803
"DUS",89,21/06/2018,862,261,8151.17,10644.01,37240
"DUS",89,22/06/2018,982,281,9341.74,11914.01,44207
"DUS",89,23/06/2018,994,272,8593.1,10945.01,36801
"DUS",89,24/06/2018,690,244,6732.61,10313.02,31332
"DUS",89,25/06/2018,796,266,7630.94,10312.02,37127
"DUS",89,26/06/2018,879,258,8937.54,10990,42294
"DUS",89,27/06/2018,792,235,7523.98,9176.01,34220
"DUS",89,28/06/2018,790,229,8772.79,11525.03,42578
"DUS",89,29/06/2018,962,215,9675.43,11615,47168
"DUS",89,30/06/2018,840,218,9381.09,12039.99,43036
"DUS",89,01/07/2018,699,204,8498.62,11546.01,39211
"DUS",89,02/07/2018,738,191,7784.74,9322.01,36324
"DUS",89,03/07/2018,746,204,8233.75,10576.01,39214
"DUS",89,04/07/2018,765,196,8267.97,10530,42761
"DUS",89,05/07/2018,712,207,8001.54,9974,36751
"DUS",89,06/07/2018,831,203,9176.81,12056,46900
"DUS",89,07/07/2018,784,201,8419.29,10934.01,41989
"DUS",89,08/07/2018,614,191,8134.4,10756,39715
"DUS",89,09/07/2018,758,213,8097.79,9681.98,40976
"DUS",89,10/07/2018,702,204,7324.36,9446.02,33627
"DUS",89,11/07/2018,764,203,7862.65,8882,34637
"DUS",89,12/07/2018,781,221,7789.99,10249,37383
"DUS",89,13/07/2018,920,241,9342.82,12071.02,45785
"DUS",89,14/07/2018,829,233,9283.51,11304.01,41943
"DUS",89,15/07/2018,691,207,7543.88,11337,38730
"DUS",89,16/07/2018,768,236,9018.39,10891,45610
"DUS",89,17/07/2018,766,230,8756.72,10690.03,37515
"DUS",89,18/07/2018,775,227,8598.23,10578.01,42685
"DUS",89,19/07/2018,756,229,7516.75,9053,34867
"DUS",89,20/07/2018,933,248,9662.88,12126.02,44357
"DUS",89,21/07/2018,903,226,9234.02,11852.04,43531
"DUS",89,22/07/2018,651,212,7097.57,9902.01,35116
"DUS",89,23/07/2018,707,232,7740.72,10268.01,37828
"DUS",89,24/07/2018,850,240,8617.14,11570.02,41364
"DUS",89,25/07/2018,680,226,6838.97,8945.02,35655
"DUS",89,26/07/2018,836,231,8617.88,10594.01,43351
"DUS",89,27/07/2018,878,237,9179.02,11245.03,46072
"DUS",89,28/07/2018,867,226,9127.92,11360.02,41438
"DUS",89,29/07/2018,691,211,7416.16,10351.01,35896
"DUS",89,30/07/2018,733,227,7531.13,9490.02,36142
"DUS",89,31/07/2018,808,218,7668.25,9443.99,36817
"DUS",89,01/08/2018,798,226,8409.74,10960,38045
"DUS",89,02/08/2018,769,214,7952.81,10535,38520
"DUS",89,03/08/2018,829,211,7943.95,10422.01,37622
"DUS",89,04/08/2018,831,214,9777.7,11922.02,44344
"DUS",89,05/08/2018,666,200,8025.17,10805.01,41139
"DUS",89,06/08/2018,749,214,7196.94,9218.02,31737
"DUS",89,07/08/2018,756,214,7158.2,10200.01,35044
"DUS",89,08/08/2018,763,219,7509.25,9815,32791
"DUS",89,09/08/2018,813,232,7634.03,10377.02,33421
"DUS",89,10/08/2018,846,249,9608.14,12357.03,44749
"DUS",89,11/08/2018,859,239,8312.78,11581.01,38759
"DUS",89,12/08/2018,627,222,7232.84,10786.01,36451
"DUS",89,13/08/2018,747,225,7017.65,8546.02,34638
"DUS",89,14/08/2018,737,228,7007.38,8520,35553
"DUS",89,15/08/2018,708,228,8993.42,10543,44137
"DUS",89,16/08/2018,776,229,7828.97,10043,38319
"DUS",89,17/08/2018,947,230,8643.15,11020.02,41220
"DUS",89,18/08/2018,839,248,8678.16,11706.03,39517
"DUS",89,19/08/2018,658,222,7014.49,11070,37304
"DUS",89,20/08/2018,698,226,7102.06,9502.99,34072
"DUS",89,21/08/2018,731,233,7956.12,10368.01,42355
"DUS",89,22/08/2018,755,247,8388.43,9808,38308
"DUS",89,23/08/2018,845,247,8960.3,11681.01,41593
"DUS",89,24/08/2018,952,252,9827.55,11972.01,44234
"DUS",89,25/08/2018,840,238,9563.76,11860.02,41979
"DUS",89,26/08/2018,589,209,6116.28,9811.01,29978
"DUS",89,27/08/2018,743,222,7472.85,9003.99,35791
"DUS",89,28/08/2018,739,213,8203.89,9966.03,38425
"DUS",89,29/08/2018,820,238,9371.03,11273.01,43830
"DUS",89,30/08/2018,762,223,8761.64,11670,44535
"DUS",89,31/08/2018,867,221,8937.65,11185,38811
"DUS",89,01/09/2018,873,224,9591.35,13091.01,44088
"DUS",89,02/09/2018,559,192,6344.53,9202.01,30588
"DUS",89,03/09/2018,707,212,8568.31,10637.02,41415
"DUS",89,04/09/2018,816,217,8327.95,10392,38968
"DUS",89,05/09/2018,751,218,8049.21,8791.03,36126
"DUS",89,06/09/2018,725,211,6928.02,8408,35442
"DUS",89,07/09/2018,850,212,7838.02,10631.03,35939
"DUS",89,08/09/2018,793,200,8334.02,11098,38917
"DUS",89,09/09/2018,621,202,6384.89,9572,31957
"DUS",89,10/09/2018,626,191,6764.31,8692.02,31770
"DUS",89,11/09/2018,750,225,8002.6,9682.01,36554
"DUS",89,12/09/2018,722,227,7831.18,10107,37967
"DUS",89,13/09/2018,825,255,8755.48,11414.01,39168
"DUS",89,14/09/2018,901,243,8689.71,11139,42888
"DUS",89,15/09/2018,947,262,9626.15,12513,41878
"DUS",89,16/09/2018,676,223,7079.93,10099.02,31909
"DUS",89,17/09/2018,726,225,7085.82,9796,33979
"DUS",89,18/09/2018,719,229,7077.93,9031.01,35125
"DUS",89,19/09/2018,767,239,8137.33,11198.01,40557
"DUS",89,20/09/2018,781,226,7971.68,10224,38481
"DUS",89,21/09/2018,928,209,9049.5,11540.02,44223
"DUS",89,22/09/2018,895,197,10014.82,13595,46947
"DUS",89,23/09/2018,685,206,6790.6,10446.01,31746
"DUS",89,24/09/2018,715,210,8216.77,11150.02,37079
"DUS",89,25/09/2018,697,213,8203.3,9258,37098
"DUS",89,26/09/2018,756,235,9280.52,11535.01,46480
"DUS",89,27/09/2018,849,236,9431.61,11753.01,44643
"DUS",89,28/09/2018,982,229,9949.7,13361.01,47458
"DUS",89,29/09/2018,891,235,9072.79,11018.01,39434
"DUS",89,30/09/2018,677,228,6965.89,10173,32138
"DUS",89,01/10/2018,769,233,7587.88,9533.01,36616
"DUS",89,02/10/2018,897,236,8594.28,10525.04,39484
"DUS",89,03/10/2018,654,223,7286.39,10906,40624
"DUS",89,04/10/2018,749,223,6997.2,9177,35876
"DUS",89,05/10/2018,829,232,7750.44,10411.03,39916
"DUS",89,06/10/2018,791,211,8008.91,10826,40333
"DUS",89,07/10/2018,598,201,6705.25,10858,32598
"DUS",89,08/10/2018,632,205,7349.71,9560,37167
"DUS",89,09/10/2018,647,197,6888.11,8586,36512
"DUS",89,10/10/2018,708,207,7815.85,10272,40610
"DUS",89,11/10/2018,768,213,8585.71,10781.01,44189
"DUS",89,12/10/2018,857,231,9536.99,12497.03,49127
"DUS",89,13/10/2018,960,232,10854.39,13378.02,51031
"DUS",89,14/10/2018,712,219,8068.11,10708.02,34641
"HAM",89,01/03/2018,3605,582,27394.6,25270.04,133603
"HAM",89,02/03/2018,3971,593,29430.08,28125.01,140864
"HAM",89,03/03/2018,3917,574,29403.5,28689.04,142038
"HAM",89,04/03/2018,2819,564,19875.75,21825.01,94396
"HAM",89,05/03/2018,2856,573,21612.14,21515.07,103315
"HAM",89,06/03/2018,2874,570,21600.57,20452.03,97226
"HAM",89,07/03/2018,3018,573,20854.46,21934.03,103673
"HAM",89,08/03/2018,3114,561,22261.3,22076.09,106016
"HAM",89,09/03/2018,3529,594,25463.65,25695.04,121939
"HAM",89,10/03/2018,3346,588,24137.41,24216.08,111205
"HAM",89,11/03/2018,2977,587,21550.01,25153.04,101771
"HAM",89,12/03/2018,3029,571,21913.75,20709.05,104912
"HAM",89,13/03/2018,2880,570,20296.37,19724.01,96086
"HAM",89,14/03/2018,2866,576,19703.83,20760.03,96525
"HAM",89,15/03/2018,3160,580,21239.7,24987.02,98534
"HAM",89,16/03/2018,3828,584,25982.25,35415,122442
"HAM",89,17/03/2018,3820,567,28511.15,37845.06,133999
"HAM",89,18/03/2018,3078,554,20933.47,24987.03,99775
"HAM",89,19/03/2018,2832,551,20435.03,28214.02,101663
"HAM",89,20/03/2018,3014,570,23016.47,25665.03,105819
"HAM",89,21/03/2018,3149,572,22649.94,26825.03,109459
"HAM",89,22/03/2018,3526,561,27386.25,24556.04,122830
"HAM",89,23/03/2018,3666,554,27335.29,30740.04,123607
"HAM",89,24/03/2018,3836,563,28278.01,28640.01,131214
"HAM",89,25/03/2018,3157,566,24604.54,27436,112683
"HAM",89,26/03/2018,2817,560,21567.77,20193.02,101588
"HAM",89,27/03/2018,3031,562,21712.99,19722.03,103571
"HAM",89,28/03/2018,3551,564,26934.22,24317.03,124201
"HAM",89,29/03/2018,3725,552,28943.84,25928.04,137952
"HAM",89,30/03/2018,2645,522,18466.34,21312.06,91684
"HAM",89,31/03/2018,2855,513,22777.23,23965.08,139100
"HAM",89,01/04/2018,2407,512,22229.44,30033.01,168949
"HAM",89,02/04/2018,2403,531,22095.95,31588.03,210330
"HAM",89,03/04/2018,2970,557,24204.71,26703.03,168436
"HAM",89,04/04/2018,3074,559,25170.87,23223.05,119563
"HAM",89,05/04/2018,3359,563,26278.67,24153.04,123680
"HAM",89,06/04/2018,3522,563,27734.47,25867.02,126523
"HAM",89,07/04/2018,3907,568,33356.1,32868.02,159665
"HAM",89,08/04/2018,3270,546,27260.27,31809.02,132761
"HAM",89,09/04/2018,2750,534,23605.85,22658.02,111038
"HAM",89,10/04/2018,2834,539,23205.22,19689.05,107373
"HAM",89,11/04/2018,2923,553,23011.94,20890.05,105037
"HAM",89,12/04/2018,2990,554,24247.89,22118.05,111192
"HAM",89,13/04/2018,3630,568,27714.4,26035.09,130742
"HAM",89,14/04/2018,4150,558,33799.55,30490.08,156897
"HAM",89,15/04/2018,3049,559,22797.38,25735.01,109697
"HAM",89,16/04/2018,2889,559,22792.51,20450.03,106890
"HAM",89,17/04/2018,2995,561,25094.51,23750.02,122031
"HAM",89,18/04/2018,3208,554,25006.91,23902.04,117705
